2023-11-15 18:22:35,278: root: INFO: BuyHold : Executing the initialize lifecycle method
2023-11-15 18:22:36,139: root: INFO: Current backtesting datetime 2022-01-03 08:30:00-05:00
2023-11-15 18:22:36,141: root: INFO: BuyHold : Executing the before_market_opens lifecycle method
2023-11-15 18:22:36,142: root: INFO: Current backtesting datetime 2022-01-03 09:30:00-05:00
2023-11-15 18:22:36,142: root: INFO: BuyHold : Executing the before_starting_trading lifecycle method
2023-11-15 18:22:36,143: root: INFO: [34mBuyHold : Executing the on_trading_iteration lifecycle method at 2023-11-15 18:22:36[0m
2023-11-15 18:22:36,143: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-11-15 18:22:36,151: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-11-15 18:22:36,153: root: INFO: [32mNew market order of | 687 GOOG buy | with status unprocessed was submitted.[0m
2023-11-15 18:22:36,155: root: INFO: [34mBuyHold : Trading iteration ended at 2023-11-15 18:22:36[0m
2023-11-15 18:22:36,155: root: INFO: Getting historical prices for GOOG, 1 bars, 
2023-11-15 18:22:36,155: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-11-15 18:22:36,156: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-11-15 18:22:36,156: root: INFO: [32mFilled Transaction: buy 687 of GOOG at 144.47549438 USD per share[0m
2023-11-15 18:22:36,156: root: INFO: market order of | 687 GOOG buy | with status new was filled
2023-11-15 18:22:36,159: root: INFO: BuyHold : [34mSleeping for 86400 seconds[0m
2023-11-15 18:22:36,160: root: INFO: Current backtesting datetime 2022-01-04 09:30:00-05:00
2023-11-15 18:22:36,161: root: INFO: [34mBuyHold : Executing the on_trading_iteration lifecycle method at 2023-11-15 18:22:36[0m
2023-11-15 18:22:36,161: root: INFO: [34mBuyHold : Trading iteration ended at 2023-11-15 18:22:36[0m
2023-11-15 18:22:36,161: root: INFO: BuyHold : [34mSleeping for 86400 seconds[0m
2023-11-15 18:22:36,161: root: INFO: Current backtesting datetime 2022-01-05 09:30:00-05:00
2023-11-15 18:22:36,162: root: INFO: [34mBuyHold : Executing the on_trading_iteration lifecycle method at 2023-11-15 18:22:36[0m
2023-11-15 18:22:36,162: root: INFO: [34mBuyHold : Trading iteration ended at 2023-11-15 18:22:36[0m
2023-11-15 18:22:36,163: root: INFO: BuyHold : [34mSleeping for 86400 seconds[0m
2023-11-15 18:22:36,163: root: INFO: Current backtesting datetime 2022-01-06 09:30:00-05:00
2023-11-15 18:22:36,164: root: INFO: [34mBuyHold : Executing the on_trading_iteration lifecycle method at 2023-11-15 18:22:36[0m
2023-11-15 18:22:36,164: root: INFO: [34mBuyHold : Trading iteration ended at 2023-11-15 18:22:36[0m
2023-11-15 18:22:36,165: root: INFO: BuyHold : [34mSleeping for 86400 seconds[0m
2023-11-15 18:22:36,165: root: INFO: Current backtesting datetime 2022-01-07 09:30:00-05:00
